調査日,医療機関名,病院URL,緯度,経度,外来_平日,外来_土日,入院,救急
2020-03-10,愛川北部病院,http://hokubu.or.jp/hp/,35.5303,139.3219,通常,通常,通常,通常
2020-03-10,医療法人社団育成会　鹿島田病院,https://www.kashimada-h.com/,35.5528,139.6754,通常,通常,通常,なし
2020-03-10,横浜鶴ヶ峰病院,https://tsurugaminehospital.com/,35.4707,139.5542,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-10,総合高津中央病院,https://www.takatsuhosp.or.jp/,35.6007,139.6133,通常,通常,通常,通常
2020-03-10,小田原市立病院,http://www.city.odawara.kanagawa.jp/hospital/,35.2678,139.1515,通常,なし,通常,通常
2020-03-10,慈誠会病院,https://www.jiseikai.com/,35.5297,139.4344,通常,通常,通常,通常
2020-03-10,社会福祉法人恩賜財団済生会支部　神奈川県済生会　横浜市南部病院,https://www.nanbu.saiseikai.or.jp/,35.3752,139.5794,通常,なし,通常,通常
2020-03-10,晃友脳神経外科眼科病院,https://koyu.or.jp/noge/,35.5749,139.323,通常,通常,通常,通常
2020-03-10,鴨居病院,https://kamoibyouin.or.jp/,35.5053,139.5632,通常,通常,通常,通常
2020-03-10,医療法人佐藤病院,http://www.satohospital.com/,35.4358,139.6147,通常,通常,通常,通常
2020-03-10,医療法人社団いしずえ　湘南敬愛病院,http://shounankeiai-hp.jp/,35.3878,139.458,通常,通常,通常,なし
2020-03-10,医療法人社団景翠会　金沢病院,http://www.keisuikai.or.jp/,35.3372,139.6253,通常,通常,通常,通常
2020-03-10,医療法人新光会　生田病院,http://www.ikuta-hp.jp/,35.6057,139.5253,通常,通常,通常,なし
2020-03-10,赤枝病院,http://www.akaedakai.com/akaedahp/index.html,35.5015,139.5,通常,通常,通常,なし
2020-03-10,医療法人社団のう救会　脳神経外科東横浜病院,https://noukyukai.or.jp/,35.4862,139.588,通常,通常,通常,通常
2020-03-10,藤沢脳神経外科病院,http://www.fujisawanougeka.jp/,35.3203,139.4862,通常,通常,通常,通常
2020-03-10,港北病院,http://www.fnet.jp/kouhoku-hospital/,35.491,139.5552,通常,通常,通常,なし
2020-03-10,クローバーホスピタル,http://cloverhospital.jp/hospital/,35.3314,139.4881,通常,通常,通常,なし
2020-03-10,医療法人社団総生会　麻生リハビリ総合病院,https://www.souseikai.net/rehabilitation,35.5845,139.4972,通常,通常,通常,なし
2020-03-10,独立行政法人国立病院機構箱根病院,https://hakone.hosp.go.jp/,35.2475,139.1288,通常,なし,通常,なし
2020-03-10,医療法人社団帰陽会　丹羽病院,http://www.kiyoukai.jp/niwahosp/,35.261,139.1516,通常,通常,通常,通常
2020-03-10,一般財団法人生活保健協会　湯河原中央温泉病院,http://www.yugawara-hp.com/,35.1513,139.112,通常,なし,通常,なし
2020-03-10,秦野厚生病院,http://www.hatanokousei.jp/,35.3701,139.272,通常,なし,通常,なし
2020-03-10,湘南さくら病院,https://www.fureai-g.or.jp/sakura/,35.3657,139.4112,通常,なし,通常,なし
2020-03-10,社会医療法人ジャパンメディカルアライアンス　座間総合病院,https://zama.jinai.jp/,35.4942,139.4007,通常,通常,通常,通常
2020-03-10,太田総合病院,https://www.ota-g-hospital.com/index.html,35.5281,139.696,通常,通常,通常,なし
2020-03-10,医療法人財団明理会　東戸塚記念病院,https://www.higashi-totsuka.com/,35.4317,139.5595,通常,通常,通常,通常
2020-03-10,日野原記念ピースハウス病院,https://www.peacehouse.jp/,35.3337,139.2385,なし,なし,通常,なし
2020-03-10,くらた病院,http://www.kuratakai.or.jp/clinic/index.html,35.3607,139.3528,一部制約あり,一部制約あり,なし,なし
2020-03-10,ふれあい東戸塚ホスピタル,http://www.fureai-g.or.jp/ht-hosp/,35.4381,139.5495,通常,通常,通常,通常
2020-03-10,森下記念病院,http://www.morishita.or.jp/,35.5233,139.4365,なし,なし,なし,なし
2020-03-10,一般財団法人　鎌倉病院,https://kamakurahospital.or.jp/,35.3154,139.5347,通常,通常,通常,通常
2020-03-10,医療法人恵仁会　松島病院,http://www.matsushima-hp.or.jp/,35.4569,139.6225,通常,通常,通常,通常
2020-03-10,独立行政法人国立病院機構横浜医療センター,https://yokohama.hosp.go.jp/,35.3797,139.5059,通常,通常,通常,通常
2020-03-10,一般財団法人聖マリアンナ会東横惠愛病院,https://www.st-marianna.com/,35.575,139.5825,通常,通常,通常,なし
2020-03-10,特定医療法人社団湘南健友会　長岡病院,http://www.nagaoka-hp.com/,35.3753,139.4264,通常,なし,通常,なし
2020-03-10,医療法人社団養心会　鶴見西井病院,http://www.t-nishii-hp.or.jp/,35.5176,139.6595,通常,なし,通常,なし
2020-03-10,医療法人社団昌栄会　相模大野病院,https://sagamiono-hospital.com/,35.5315,139.4388,一部制約あり,一部制約あり,通常,なし
2020-03-10,大和成和病院,https://www.fureai-g.or.jp/seiwa/,35.4952,139.4355,通常,通常,通常,通常
2020-03-10,医療法人社団清伸会　ふじの温泉病院,http://www.fujino-hp.or.jp/hospital/html/index2.htm,35.5916,139.1325,通常,なし,通常,なし
2020-03-10,川崎田園都市病院,http://kawadenhp.com/,35.5974,139.4855,通常,なし,通常,なし
2020-03-10,医療法人山内龍馬財団　山内病院,http://www.yamauchi.or.jp/,35.3378,139.49,通常,通常,通常,通常
2020-03-10,医療法人社団静心会　常盤台病院,https://www.tokiwadai.or.jp/,35.4797,139.5893,通常,通常,一部制約あり,なし
2020-03-10,社会福祉法人湘南福祉協会総合病院湘南病院,http://www.shonanhp.or.jp/,35.3159,139.6242,通常,通常,通常,一部制約あり
2020-03-10,横浜掖済会病院,http://www.yokohama-ekisaikai.com/,35.4381,139.6346,通常,なし,通常,通常
2020-03-10,湯河原胃腸病院,https://yugawara-icho.or.jp/,35.1435,139.1041,通常,通常,通常,通常
2020-03-10,医療法人財団明理会　東戸塚記念病院,https://www.higashi-totsuka.com/,35.4317,139.5595,通常,通常,通常,通常
2020-03-10,康心会汐見台病院,https://www.fureai-g.or.jp/shiomidai/,35.4015,139.6078,通常,通常,通常,通常
2020-03-10,十愛病院,http://www.jyuai.com/index.html,35.439,139.5493,通常,なし,通常,なし
2020-03-10,社会医療法人三栄会中央林間病院,https://www.hospital-crg.net/,35.5084,139.446,通常,通常,通常,通常
2020-03-10,独立行政法人　地域医療機能推進機構　横浜中央病院 　,https://yokohama.jcho.go.jp/,35.4409,139.6438,通常,通常,通常,通常
2020-03-10,メンタルホスピタルかまくら山,https://mumingroup.jp/kamakurayama/,35.3176,139.5243,通常,なし,通常,なし
2020-03-10,社会福祉法人恩賜財団済生会支部神奈川県済生会　東神奈川リハビリテーション病院,http://higashikanagawa.saiseikai.or.jp/,35.4806,139.6307,通常,なし,通常,なし
2020-03-10,鈴木病院,https://www.suzuki-hp.ne.jp/,35.3071,139.5014,通常,通常,通常,通常
2020-03-10,医療法人社団　片山整形外科記念病院,http://www.katayama-seikei.jp/,35.5164,139.6589,通常,通常,通常,通常
2020-03-10,森山病院,https://moriyama-hp.yokohama/,35.503,139.6909,停止,なし,通常,なし
2020-03-10,医療法人藤誠会　佐藤病院,https://www.sato-hsp.jp/,35.3262,139.1534,通常,通常,通常,通常
2020-03-10,医療法人尽誠会　山近記念総合病院,https://www.yamachika-hp.jp/,35.2767,139.2037,通常,通常,通常,通常
2020-03-10,川崎市立川崎病院,http://www.city.kawasaki.jp/32/cmsfiles/contents/0000037/37856/kawasaki/index.html,35.5267,139.7059,通常,なし,通常,通常
2020-03-10,医療法人社団仁明会　秋山脳神経外科病院,https://akiyama-hospital.jp/,35.4038,139.5937,通常,通常,通常,通常
2020-03-10,宮川病院,http://www.miyagawa.or.jp/,35.5353,139.7252,通常,通常,通常,通常
2020-03-10,医療法人横浜柏堤会　戸塚共立第１病院,http://www.tk1-hospital.com/,35.399,139.532,通常,通常,通常,通常
2020-03-10,小松会病院,http://www.komatsukai.com/,35.5216,139.3996,通常,通常,通常,なし
2020-03-10,医療法人社団協友会　横浜なみきリハビリテーション病院,http://www.ynrh.jp/,35.3627,139.6376,通常,通常,通常,なし
2020-03-10,社会福祉法人恩賜財団済生会支部　神奈川県済生会　神奈川県病院,http://www.kanagawa.saiseikai.or.jp/,35.4808,139.6344,通常,なし,通常,通常
2020-03-10,ワゲン療育病院長竹,http://www.wagen.or.jp/nagatake/,35.5674,139.2666,なし,なし,なし,なし
2020-03-10,医療法人社団哺育会　横浜相原病院,http://www.yokohama-aihara.jp/,35.4467,139.5035,一部制約あり,なし,通常,通常
2020-03-10,医療法人弘徳会　愛光病院,http://www.aikou-hospital.or.jp/,35.4513,139.3565,通常,通常,通常,通常
2020-03-10,相模原療育園,http://www.jikeiryouikukai.or.jp/,35.5437,139.4222,一部制約あり,なし,通常,なし
2020-03-10,医療法人社団朋友会　けやきの森病院,https://www.keyakinomori.jp/,35.3851,139.3829,通常,通常,通常,通常
2020-03-10,大口東総合病院,http://www.jikei-o.or.jp/oguchi-higashi/,35.4924,139.648,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-10,虎の門病院分院,https://www.toranomon.gr.jp/kajigaya/,35.5897,139.5997,通常,通常,通常,通常
2020-03-10,東海大学大磯病院,https://www.tokai.ac.jp/oisohosp/,35.311,139.2751,通常,通常,通常,通常
2020-03-10,鶴見大学歯学部　附属病院,https://www.tsurumi-u.ac.jp/site/dental-hospital/,35.5056,139.6743,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-10,医療法人横浜柏堤会よこすか浦賀病院,http://www.uraga-hp.com/,35.5677,139.2672,通常,通常,通常,通常
2020-03-10,医療法人横浜柏堤会　戸塚共立第２病院,https://www.tk2-hospital.com/,35.4053,139.5378,通常,通常,通常,通常
2020-03-10,相模原友愛温泉病院,http://www.yuuai-byouinkai.or.jp/facilities/sagamihara/,35.5373,139.391,なし,なし,通常,なし
2020-03-10,医療法人社団明芳会　横浜新都市脳神経外科病院,https://www.yokohama-shintoshi.jp/,35.5601,139.5586,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-10,医療法人正史会　大和病院,http://yamato-hospital.or.jp/,35.479,139.4575,通常,通常,通常,通常
2020-03-10,医療法人社団悠心会　森田病院,https://userweb.pep.ne.jp/moritahp/,35.5902,139.2314,通常,通常,通常,通常
2020-03-10,医療法人研水会　高根台病院,http://www.kensuikai.or.jp/takanedai/,35.3279,139.3106,通常,なし,通常,なし
2020-03-10,横浜市立みなと赤十字病院,http://www.yokohama.jrc.or.jp/,35.4366,139.664,通常,通常,通常,通常
2020-03-10,聖マリアンナ医科大学病院,https://www.marianna-u.ac.jp/hospital/,35.6007,139.5488,通常,通常,通常,通常
2020-03-10,横須賀市立市民病院,https://www.jadecom.or.jp/jadecomhp/yokosuka-shimin/html/,35.2227,139.6272,通常,通常,通常,通常
2020-03-10,一般財団法人育生会　横浜病院,http://ikuseikai-yokohama.com/,35.4406,139.5763,通常,通常,通常,なし
2020-03-10,一般財団法人神奈川県警友会　けいゆう病院,http://www.keiyu-hospital.com/outline/gaiyo/,35.4594,139.6335,通常,通常,通常,通常
2020-03-10,帝京大学医学部附属　溝口病院,http://teikyo-mizonokuchi.jp/,35.603,139.615,通常,通常,通常,通常
2020-03-10,西湘病院,http://www.seishou.or.jp/,35.2649,139.1601,通常,通常,通常,通常
2020-03-10,神奈川県立循環器呼吸器病センター,http://junko.kanagawa-pho.jp/,35.3612,139.6321,通常,なし,通常,通常
2020-03-10,藤沢御所見病院,http://www.goshomi.jp/,35.3943,139.4086,通常,通常,通常,通常
2020-03-10,藤沢市民病院,https://www.city.fujisawa.kanagawa.jp/hospital/,35.3507,139.482,通常,なし,通常,一部制約あり
2020-03-10,茅ヶ崎新北陵病院,https://www.fureai-g.or.jp/hokuryou/,35.3688,139.4127,通常,通常,通常,なし
2020-03-10,医療法人沖縄徳洲会　湘南厚木病院,https://www.shonan-atsugi.jp/,35.4327,139.3536,通常,通常,通常,通常
2020-03-10,医療法人社団恵生会　竹山病院,http://www.med-keiseikai.or.jp/take/,35.4959,139.5622,通常,通常,通常,なし
2020-03-10,医療法人すこやか　高田中央病院,https://www.sukoyaka.gr.jp/,35.5518,139.6201,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-10,社会医療法人財団　石心会川崎幸病院,https://saiwaihp.jp/,35.5284,139.6922,通常,通常,通常,通常
2020-03-10,東芝林間病院,http://www.rinkanhp.com/,35.5202,139.4417,通常,通常,通常,通常
2020-03-10,昭和大学藤が丘リハビリテーション病院,http://www.showa-u.ac.jp/SUHR/index.html,35.5446,139.5267,通常,通常,通常,なし
2020-03-10,湘南長寿園病院,http://chojuen.com/,35.3528,139.4806,通常,なし,通常,なし
2020-03-10,医療法人小林病院,http://www.kobayashihp.or.jp/,35.2536,139.1587,通常,通常,通常,通常
2020-03-10,湘南中央病院,https://www.swg.or.jp/,35.3428,139.4497,通常,通常,通常,通常
2020-03-10,医療法人社団青葉会　牧野記念病院,https://makino-hp.jp/,35.5077,139.5702,通常,通常,通常,通常
2020-03-10,昭和大学横浜市北部病院,http://www.showa-u.ac.jp/SUHY/index.html,35.5466,139.57,通常,通常,通常,通常
2020-03-10,市ヶ尾病院,https://ichigaohp.jp/,35.548,139.54,通常,通常,通常,なし
2020-03-10,平和病院,https://www.heiwakai.com/,35.5074,139.6653,通常,通常,通常,通常
2020-03-10,医療法人社団博奉会　相模ケ丘病院,http://www.hakuhou-kai.or.jp/,35.5207,139.3861,通常,通常,通常,なし
2020-03-10,医療法人社団葵会 ＡＯＩ七沢リハビリテーション病院,http://www.aoikai.jp/nanasawa-reha/,35.4479,139.292,一部制約あり,なし,通常,なし
2020-03-10,横浜カメリアホスピタル,http://www.camellia-yokohama.jp/,35.4976,139.5498,通常,通常,通常,なし
2020-03-10,神奈川中央病院,https://kanagawachuo-hospital.com/,35.4912,139.3666,なし,なし,通常,なし
2020-03-10,医療法人陽風会　高台病院,http://youfuukai.or.jp/,35.3499,139.1128,通常,通常,通常,なし
2020-03-10,医療法人社団明芳会　江田記念病院,https://www.ims.gr.jp/edakinen/,35.5595,139.553,通常,通常,通常,なし
2020-03-10,社会福祉法人親善福祉協会　国際親善総合病院,https://shinzen.jp/,35.4256,139.51,通常,通常,通常,通常
2020-03-10,神奈川県立足柄上病院,http://ashigarakami.kanagawa-pho.jp/,35.3459,139.1438,通常,なし,通常,通常
2020-03-10,医療法人社団輔仁会　片倉病院,https://katakura.or.jp/,35.5868,139.6192,一部制約あり,一部制約あり,通常,一部制約あり
2020-03-10,医療法人社団一成会　たちばな台病院,https://tachibanadai-hp.com/,35.554,139.5137,通常,通常,通常,通常
2020-03-10,公益財団法人積善会　曽我病院,https://www.soga-hp.com/,35.303,139.1812,通常,通常,通常,通常
2020-03-10,日野原記念ピースハウス病院,https://www.peacehouse.jp/,35.3337,139.2385,なし,なし,通常,なし
2020-03-10,くらた病院,http://www.kuratakai.or.jp/clinic/index.html,35.3607,139.3528,一部制約あり,一部制約あり,なし,なし
2020-03-10,大倉山記念病院,https://omh.or.jp/,35.5256,139.6335,通常,通常,通常,通常
2020-03-10,自衛隊横須賀病院,https://www.mod.go.jp/msdf/yhl/,35.2938,139.6352,通常,通常,通常,通常
2020-03-10,独立行政法人　地域医療機能推進機構　湯河原病院,https://yugawara.jcho.go.jp/,35.1444,139.0785,通常,通常,通常,通常
2020-03-10,医療法人社団仁恵会　黒河内病院,https://kurokouchi.or.jp/,35.5287,139.4271,通常,通常,通常,通常
2020-03-10,医療法人社団　ハートフル川崎病院,http://www.hkh.or.jp/,35.5968,139.6343,通常,通常,通常,なし
2020-03-10,重症児・者福祉医療施設ソレイユ川崎,https://www.misasakai-soleil.com/,35.6219,139.5069,通常,通常,なし,なし
2020-03-10,医療法人社団神愛会　オアシス湘南病院,http://www.shinnaikai-medical.or.jp/,35.4197,139.3915,一部制約あり,なし,一部制約あり,なし
2020-03-10,医療法人社団三喜会　横浜新緑総合病院,http://www.shinmidori.com/,35.5246,139.509,通常,通常,一部制約あり,一部制約あり
2020-03-10,湘南泉病院,http://www.hoyukai.org/shonan-izumi/byoin/index.htm,35.4419,139.5112,通常,通常,通常,通常
2020-03-10,医療法人社団善仁会　横浜第一病院,https://www.zenjinkai-group.jp/zenjinkai/hospital/yokohama/,35.4613,139.6228,通常,通常,通常,なし
2020-03-10,国家公務員共済組合　連合会平塚共済病院,https://www.kkr.hiratsuka.kanagawa.jp/,35.338,139.338,通常,通常,通常,通常
2020-03-10,湘南第一病院,http://shonan-daiichi.jp/,35.3952,139.4689,一部制約あり,一部制約あり,通常,通常
2020-03-10,医療法人社団晃進会　川崎みどりの病院,http://k-midorino.or.jp/,35.5877,139.5246,通常,通常,通常,なし
2020-03-10,医療法人社団白寿会　田名病院,https://www.tanabyouin.com/,35.5308,139.3546,一部制約あり,一部制約あり,一部制約あり,なし
2020-03-10,社会福祉法人恩賜財団済生会支部　神奈川県済生会　若草病院,http://www.wakakusa.saiseikai.or.jp/,35.3323,139.6312,通常,なし,通常,通常
2020-03-10,丘整形外科病院,http://orange.zero.jp/okahp.sky/,35.5143,139.4047,通常,通常,通常,通常
2020-03-10,鎌倉リハビリテーション聖テレジア病院,http://www.st-therese-hp.jp/,35.3081,139.5009,一部制約あり,なし,一部制約あり,なし
2020-03-10,医療法人健生会　朝倉病院,https://www.asakura-hospital.com/,35.4113,139.5602,一部制約あり,一部制約あり,一部制約あり,なし
2020-03-10,小さき花の園,https://www.chiisaki.com/,35.3081,139.5009,通常,なし,一部制約あり,なし
2020-03-10,三浦市立病院,http://www.city.miura.kanagawa.jp/byouin/,35.1448,139.6276,通常,通常,通常,通常
2020-03-10,医療法人社団明芳会　　北小田原病院,http://www.ims.gr.jp/kitaodawara/,35.3308,139.0601,通常,通常,通常,なし
2020-03-10,ふれあい平塚ホスピタル,http://www.fureai-g.or.jp/fhh/,35.3195,139.3527,通常,通常,通常,なし
2020-03-10,重症心身障害児（者）施設横浜療育医療センター,http://www.jyuuairyouikukai.or.jp/yokoryo/home.html,35.4558,139.5643,通常,なし,なし,なし
2020-03-10,医療法人社団明芳会　新戸塚病院,http://www.ims.gr.jp/shintotsuka/,35.4344,139.5443,通常,なし,通常,なし
2020-03-10,医療法人愛生会　三ツ境病院,http://www.mitu.or.jp/,35.4652,139.5022,通常,通常,通常,なし
2020-03-10,医療法人社団三暉会　永井病院,http://www.nagai.or.jp/,35.2781,139.1816,通常,通常,通常,通常
2020-03-10,医療法人財団明理会　相原病院,https://aihara-hp.jp/,35.5989,139.3171,通常,通常,通常,なし
2020-03-10,厚木佐藤病院,http://www.touwakai.com/,35.4334,139.3121,一部制約あり,一部制約あり,通常,一部制約あり
2020-03-10,厚木市立病院,https://www.atsugicity-hp.jp/,35.4489,139.3602,通常,通常,通常,通常
2020-03-10,横浜丘の上病院,http://okanouehospital.com/,35.4262,139.5722,通常,通常,通常,通常
2020-03-10,医療法人長谷川会　湘南ホスピタル,https://www.shohos.org/,35.333,139.4442,通常,通常,通常,なし
2020-03-10,磯子中央病院,http://www.isogohp.jp/,35.4071,139.6215,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-10,古川病院,http://furukawa-hospital.com/,35.486,139.6556,一部制約あり,一部制約あり,一部制約あり,なし
2020-03-10,国家公務員共済組合　連合会　横浜南共済病院,https://www.minamikyousai.jp/,35.3209,139.6223,通常,なし,通常,通常
2020-03-10,相模原南病院,http://minami-h.or.jp/,35.5497,139.4146,なし,なし,通常,なし
2020-03-10,公立大学法人　横浜市立大学附属病院,https://www.yokohama-cu.ac.jp/fukuhp/,35.3434,139.6512,通常,なし,通常,通常
2020-03-10,宗教法人寒川神社　寒川病院,http://www.samukawabyouin.com/,35.3737,139.3816,通常,通常,通常,通常
2020-03-10,特定医療法人清輝会　国府津病院,http://www.seikikai.or.jp/,35.2835,139.1985,通常,通常,通常,なし
2020-03-10,秦野病院,http://www.hatanohp.or.jp/,35.3857,139.1943,通常,通常,通常,なし
2020-03-10,大内病院,http://oouchi-hp.com/,35.3133,139.116,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-10,横浜田園都市病院,https://www.yd-hospital.gr.jp/,35.5255,139.4897,一部制約あり,なし,通常,なし
2020-03-10,横浜甦生病院,http://seijinkai-yokohamakousei.jp/,35.4669,139.4804,一部制約あり,一部制約あり,一部制約あり,なし
2020-03-10,茅ヶ崎市立病院,https://hosp.city.chigasaki.kanagawa.jp/,35.3402,139.4155,通常,通常,通常,通常
2020-03-10,一般社団法人日本厚生団長津田厚生総合病院,https://www.nagatsuta-ks-hp.or.jp/,35.5361,139.4934,一部制約あり,一部制約あり,通常,通常
2020-03-10,医療法人社団三井会　伊勢原日向病院,https://i-hp.net/,35.4302,139.2915,通常,一部制約あり,通常,なし
2020-03-10,医療法人相愛会　相愛病院,http://souai-hp.or.jp/,35.525,139.375,通常,なし,通常,なし
2020-03-10,社会福祉法人日本医療伝道会総合病院衣笠病院,http://www.kinugasa.or.jp/,35.2555,139.6616,通常,なし,通常,通常
2020-03-10,医療法人社団正慶会　栗田病院,http://www.kurita-hp.com/,35.5399,139.6671,通常,通常,通常,通常
2020-03-10,医療法人社団哺育会　さがみリハビリテーション病院,http://sagami-rh.or.jp/,35.5744,139.3487,通常,なし,通常,なし
2020-03-10,医療法人社団則天会　逗子病院,http://www.zushi.jp/,35.2974,139.5955,通常,通常,通常,なし
2020-03-10,聖マリアンナ医科大学　東横病院,http://marianna-toyoko.jp/,35.5747,139.6577,通常,通常,通常,通常
2020-03-10,医療法人社団明芳会　横浜旭中央総合病院,https://www.ims-yokohama-asahi.jp/,35.5079,139.4975,通常,通常,通常,通常
2020-03-10,医療法人横浜柏堤会　戸塚共立リハビリテーション病院,http://www.tkr-hospital.com/,35.4223,139.5009,通常,通常,通常,通常
2020-03-10,神奈川歯科大学附属病院,http://www.kdu.ac.jp/hospital/,35.2848,139.6704,通常,通常,通常,通常
2020-03-10,医療法人養生院　清川病院,http://www.kiyokawa-hp.or.jp/,35.3213,139.5542,通常,通常,通常,通常
2020-03-10,医療法人社団三喜会　鶴巻温泉病院,http://www.sankikai.or.jp/tsurumaki/,35.3829,139.2797,通常,通常,通常,なし
2020-03-10,医療法人社団哺育会　桜ヶ丘中央病院,http://www.sakura-hp.or.jp/,35.4515,139.4648,通常,通常,一部制約あり,通常
2020-03-10,みどり野リハビリテーション病院,http://www.midorino-hp.jp/,35.5022,139.4455,通常,通常,通常,なし
2020-03-10,関東病院,http://kantohospital.cleans.jp/,35.3965,139.6145,通常,通常,通常,なし
2020-03-10,横浜東邦病院,http://www.yokohama-toho.jp/,35.4145,139.5978,通常,通常,通常,通常
2020-03-10,医療法人財団額田記念会額田記念病院,http://nukada.info/,35.3121,139.5589,通常,通常,通常,なし
2020-03-10,太陽の門,https://kazamatsurinomori.or.jp/,35.2489,139.1315,通常,通常,停止,なし
2020-03-10,特定医療法人社団研精会　箱根リハビリテーション病院,https://www.kensei-hakone.com/,35.265,139.0178,通常,なし,通常,なし
2020-03-10,愛育病院,http://www.aiiku-hos.or.jp/,35.4967,139.4444,通常,通常,通常,なし
2020-03-10,横須賀市立うわまち病院,https://www.jadecomhp-uwamachi.jp/,35.2718,139.6683,通常,通常,通常,通常
2020-03-10,聖隷横浜病院,http://www.seirei.or.jp/yokohama/,35.4425,139.6048,通常,通常,通常,通常
2020-03-10,神奈川県立精神医療センター,http://seishin.kanagawa-pho.jp/,35.4207,139.5736,通常,なし,通常,通常
2020-03-09,大船中央病院,https://www.ofunachuohp.net/,35.3518,139.5378,通常,通常,一部制約あり,通常
2020-03-09,医療法人明和会　亀田病院,https://www.kameda-hp.jp/,35.4555,139.6239,通常,通常,通常,通常
2020-03-09,平成横浜病院,https://yokohamahp.jp/,35.3891,139.5305,通常,通常,通常,通常
2020-03-09,独立行政法人労働者　健康安全機構　横浜労災病院,https://www.yokohamah.johas.go.jp/,35.5111,139.6109,通常,通常,通常,通常
2020-03-09,相模原赤十字病院,http://www.sagamihara.jrc.or.jp/,35.5838,139.2611,通常,通常,通常,通常
2020-03-09,聖マリアンナ医科大学横浜市西部病院,http://marianna-yokohama.jp/,35.4771,139.5026,通常,通常,通常,通常
2020-03-09,新横浜母と子の病院,https://www.hahatoko.jp/hospital/,35.503,139.6056,通常,通常,通常,なし
2020-03-09,医療法人社団厚済会　横浜じんせい病院,https://www.yokohamajinsei.com/,35.401,139.5893,通常,通常,通常,なし
2020-03-09,横浜市立脳卒中・神経脊椎センター,https://www.city.yokohama.lg.jp/kurashi/kenko-iryo/byoin/ybsc/,35.4222,139.6182,通常,なし,通常,通常
2020-03-09,昭和大学藤が丘病院,http://www.showa-u.ac.jp/SUHF/index.html,35.5449,139.5292,通常,通常,通常,通常
2020-03-09,医療法人博生会　本牧病院,http://www.honmoku-hospital.or.jp/,35.4212,139.6655,なし,なし,なし,なし
2020-03-09,湘陽かしわ台病院,http://syokashi-hp.or.jp/,35.4643,139.4163,通常,通常,一部制約あり,一部制約あり
2020-03-09,川崎市立井田病院,http://www.city.kawasaki.jp/33/cmsfiles/contents/0000037/37855/ida/,35.5599,139.6402,通常,通常,通常,通常
2020-03-09,京浜総合病院,https://keihin-ghp.or.jp/,35.5859,139.6311,通常,通常,通常,通常
2020-03-09,ライフゆう,http://minato-yuu.or.jp/place/lifeyuu/,35.2546,139.6077,停止,停止,通常,停止
2020-03-09,社会福祉法人 恩賜財団済生会支部 神奈川県済生会湘南平塚病院,https://www.hiratsuka.saiseikai.or.jp/,35.3328,139.3397,通常,通常,通常,通常
2020-03-09,医療法人社団水野会　平塚十全病院,http://sp.hiratsuka-juzen.com/,35.3338,139.3011,なし,なし,なし,なし
2020-03-09,日本鋼管病院,https://www.koukankai.or.jp/,35.5198,139.712,通常,通常,通常,通常
2020-03-09,神奈川県立病院機構　神奈川県立こども医療センター,http://kcmc.kanagawa-pho.jp/,35.4213,139.5789,通常,なし,通常,通常
2020-03-09,十慈堂病院,http://www.keiseikai-med.jp/group/jujidou/index.html,35.3961,139.5574,通常,通常,通常,なし
2020-03-09,総合高津中央病院,https://www.takatsuhosp.or.jp/,35.6007,139.6133,通常,通常,通常,通常
2020-03-09,山本記念病院,https://www.yamamoto-kinen.or.jp/,35.5589,139.6124,通常,通常,通常,なし
2020-03-09,医療生協かながわ生活協同組合戸塚病院,https://totsuka-hp.jp/,35.3902,139.5157,通常,通常,通常,通常
2020-03-09,医療法人社団博慈会　青葉さわい病院,https://www.aoba-sawai.or.jp/,35.5731,139.5383,通常,通常,通常,通常
2020-03-09,医療法人社団柏綾会　綾瀬厚生病院,https://www.fureai-g.or.jp/ayase-hp/,35.4329,139.4309,通常,通常,通常,通常
2020-03-09,相州病院,http://www.soushu.jp/,35.5061,139.3088,通常,なし,通常,なし
2020-03-09,独立行政法人国立病院機構箱根病院,https://hakone.hosp.go.jp/,35.2475,139.1288,通常,なし,通常,なし
2020-03-09,医療法人社団帰陽会　丹羽病院,http://www.kiyoukai.jp/niwahosp/,35.261,139.1516,通常,通常,通常,通常
2020-03-09,公益財団法人紫雲会　横浜病院,http://www.shiunkai.or.jp/,35.4813,139.606,通常,通常,通常,なし
2020-03-09,医療法人社団成仁会　長田病院,http://www.osadahp.jp/,35.3995,139.5717,通常,通常,通常,通常
2020-03-09,医療法人仁愛会　近藤病院,https://www.kondo-hp.jp/,35.4445,139.3699,一部制約あり,一部制約あり,通常,通常
2020-03-09,独立行政法人　地域医療機能推進機構相模野病院,https://sagamino.jcho.go.jp/,35.5729,139.3886,通常,なし,通常,通常
2020-03-09,神奈川病院,http://kanagawa-hosp.jp/,35.4925,139.5089,通常,通常,通常,なし
2020-03-09,横浜市立市民病院,https://yokohama-shiminhosp.jp/,35.473,139.5996,通常,通常,通常,通常
